URL,Version,Status,OIDs,Name,Title,Description,Used
http://ltc-ig.fhir.tw/CodeSystem/PatientIdentityCS-TWLTC,0.2.0,active,,PatientIdentityCSTWLTC,個案身分別代碼,"個案身分別代碼","ValueSet/PatientIdentityVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralCarePlanCS-TWLTC,0.2.0,active,,ReferralCarePlanCSTWLTC,轉介單申請服務種類代碼,"用於表述個案欲申請的服務項目。","ValueSet/ReferralCarePlanVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionCaregiverCS-TWLTC,0.2.0,active,,ReferralConditionCaregiverCSTWLTC,轉介單看護狀況代碼,"用於表述個案雇用看護的狀況。","ValueSet/ReferralConditionCaregiverVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionCrushCS-TWLTC,0.2.0,active,,ReferralConditionCrushCSTWLTC,轉介單壓傷狀況代碼,"用於表述個案的壓傷狀況。","ValueSet/ReferralConditionCrushVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionResidenceCS-TWLTC,0.2.0,active,,ReferralConditionResidenceCSTWLTC,轉介單居住狀況代碼,"用於表述個案的居住狀況","ValueSet/ReferralConditionResidenceVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/ReferralConditionTubeCS-TWLTC,0.2.0,active,,ReferralConditionTubeCSTWLTC,轉介單管路狀況代碼,"用於表述轉介單的狀況代碼，包含身心障礙手冊、管路、壓傷、居住狀況、看護、主要問題及需求等。","ValueSet/ReferralConditionTubeVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/RelationshipTypeCS-TWLTC,0.2.0,active,,RelationshipTypeCSTWLTC,關係類型擴展代碼,"關係人與個案的關係類型擴展代碼，新增孫媳婦、孫女婿、聘用看護-本國籍、聘用看護-外國籍等代碼","ValueSet/RelationshipTypeVS-TWLTC"
http://ltc-ig.fhir.tw/CodeSystem/SportTrainingCS-Sport,0.2.0,active,,SportTrainingCS,身體活動量測-重量訓練代碼系統,"此代碼系統定義重量訓練各個方面的代碼，包括使用的重量、執行的組數以及每組的重複次數。本 CodeSystem 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。","ValueSet/SportTrainingVS-Sport"
http://ltc-ig.fhir.tw/CodeSystem/TempCodeCS-Sport,0.2.0,active,,TempCodeCSSport,身體活動量測-暫用代碼,"身體活動量測暫時使用的代碼，目前無官方代碼。本 CodeSystem 繼承自身體活動量測 IG，後續將配合官方代碼更新。","ValueSet/TempCodeVS-Sport"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/medication-codes,ValueSet/participant-role,ValueSet/observation-methods,ValueSet/route-codes,ValueSet/body-site,ValueSet/GoalDescriptionVS-TWLTC"
http://terminology.hl7.org/CodeSystem/medication-admin-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1311",MedicationAdministration Status Codes,Medication administration  status  codes,"MedicationAdministration Status Codes","ValueSet/medication-admin-status"
http://terminology.hl7.org/CodeSystem/observation-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/category-code-tw"
http://terminology.hl7.org/CodeSystem/v2-0131,2.1.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/RelationshipTypeVS-TWLTC"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,3.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/RelationshipTypeVS-TWLTC"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/category-code-tw,2024-08-31,active,,TWCategoryCode,臺灣衛福部資訊處類型代碼,"臺灣衛福部資訊處類型代碼，  代碼出版日期：2024-08-31；資料所屬單位：衛生福利部資訊處。   ","ValueSet/category-code-tw"
