URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://ltc-ig.fhir.tw/ValueSet/GoalDescriptionVS-TWLTC,1.0.0,active,,GoalDescriptionVSTWLTC,照顧目標描述值集,"照顧目標的描述值集，用以表述長期照顧情境中涉及之照顧目標描述內容。本值集列舉臺灣長期照顧情境常用之 SNOMED CT 照顧目標代碼，綁定強度為 extensible，實作者可依需求使用其他 SNOMED CT 或 LOINC 代碼。",,"SCT"
http://ltc-ig.fhir.tw/ValueSet/ICD-10-PCS-2023-TW-F-VS,1.0.0,active,,ICD10PCS2023TWFVS,臺灣 2023 年中文版 ICD-10-PCS-F 值集,"臺灣 2023 年中文版 ICD-10-PCS 復健及診斷性聽力學(Physical Rehabilitation and Diagnostic Audiology)，章節數值為「F」。 包括：復健、診斷性聽力學。 代碼出版日期：2023-11-10；資料所屬單位：衛生福利部中央健康保險署。 因原始資料無代碼版本資訊，故使用其法規「公布日期」作為版本資訊。本 ValueSet 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/PatientIdentityVS-TWLTC,1.0.0,active,,PatientIdentityVSTWLTC,個案身分別值集,"個案身分別的值集",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralCarePlanVS-TWLTC,1.0.0,active,,ReferralCarePlanVSTWLTC,轉介單申請服務種類值集,"轉介單申請服務種類的值集",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionCaregiverVS-TWLTC,1.0.0,active,,ReferralConditionCaregiverVSTWLTC,看護狀況值集,"個案雇用看護的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionCrushVS-TWLTC,1.0.0,active,,ReferralConditionCrushVSTWLTC,壓傷狀況值集,"個案壓傷的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionResidenceVS-TWLTC,1.0.0,active,,ReferralConditionResidenceVSTWLTC,居住狀況值集,"個案的居住狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/ReferralConditionTubeVS-TWLTC,1.0.0,active,,ReferralConditionTubeVSTWLTC,管路狀況值集,"個案持有管路的狀況",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/RelationshipTypeVS-TWLTC,1.0.0,active,,RelationshipTypeVSTWLTC,關係類型擴展值集,"關係人與個案的關係類型擴展代碼值集，新增孫媳婦、孫女婿、聘用看護-本國籍、聘用看護-外國籍等代碼",,"THO (V3),THO (V2),Internal"
http://ltc-ig.fhir.tw/ValueSet/ServiceRequestPAVS-Sport,1.0.0,active,,ServiceRequestPAVSSport,身體活動量測-適用運動處方之服務請求代碼值集,"適用運動處方之服務請求代碼。本 ValueSet 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。",,"SCT"
http://ltc-ig.fhir.tw/ValueSet/SportTrainingVS-Sport,1.0.0,active,,SportTrainingVSSport,身體活動量測-重量訓練代碼值集,"定義重量訓練各個方面的代碼，包括使用的重量、執行的組數以及每組的重複次數。本 ValueSet 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/TempCodeVS-Sport,1.0.0,active,,TempCodeVSSport,身體活動量測-暫用代碼值集,"身體活動量測暫時使用的代碼，目前無官方代碼。本 ValueSet 繼承自身體活動量測 IG，後續將配合官方代碼更新。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/TreadmillTypeVS-Sport,1.0.0,active,,TreadmillTypeVSSport,身體活動量測-跑步機類型值集,"用於描述跑步機的類型。本 ValueSet 繼承自身體活動量測 IG，後續將配合原始 IG 進行更新。",,"SCT"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-assessment-component,1.0.0,active,,VS_TW_LTC_AssessmentComponent,長照 SDK－評估核定摘要欄位碼,"此 ValueSet 用於表示長照 SDK 評估核定摘要的欄位碼。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-assessment-type,1.0.0,active,,VS_TW_LTC_AssessmentType,長照 SDK－評估類型,"此 ValueSet 用於表示長照 SDK 中的評估類型。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-benefit-type,1.0.0,active,,VS_TW_LTC_BenefitType,長照 SDK－核定額度欄位,"此 ValueSet 用於表示長照 SDK 中的核定額度欄位。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-case-source,1.0.0,active,,VS_TW_LTC_Case_Source,長照 SDK－申請來源,"此 ValueSet 用於表示長照 SDK 中個案的申請來源。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-case-status,1.0.0,active,,VS_TW_LTC_CaseStatus,長照 SDK－個案狀態,"此 ValueSet 用於表示長照 SDK 中個案的狀態，使用 FHIR EpisodeOfCare status 對應碼：active（服務中）、onhold（暫停服務）、finished（已結案）。",,"hl7.fhir.r4.core"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-cmslevel,1.0.0,active,,VS_TW_LTC_CMSLevel,長照 SDK－CMS 等級,"此 ValueSet 用於表示長照 SDK 中的 CMS（照顧管理評估量表）等級。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-incident-category,1.0.0,active,,VS_TW_LTC_Incident_Category,長照 SDK－異常紀錄－異常類別,"此 ValueSet 用於表示長照 SDK 異常紀錄的異常類別。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-incident-notifmethod,1.0.0,active,,VS_TW_LTC_Incident_NotificationMethod,長照 SDK－異常紀錄－通報方式,"此 ValueSet 用於表示長照 SDK 異常紀錄的通報方式。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-incident-texttype,1.0.0,active,,VS_TW_LTC_Incident_TextType,長照 SDK－異常紀錄－文字區塊類型,"此 ValueSet 用於表示長照 SDK 異常紀錄中的文字區塊類型。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-service-activity,1.0.0,active,,VS_TW_LTC_ServiceActivity,長照 SDK－服務活動,"此 ValueSet 彙整長照照管服務活動紀錄使用之代碼。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-service-group,1.0.0,active,,VS_TW_LTC_ServiceGroup,長照 SDK－服務別（核定）,"此 ValueSet 用於表示長照 SDK 中的服務別（核定）。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-service-item,1.0.0,active,,VS_TW_LTC_ServiceItem,長照 SDK－服務項目（計畫）,"此 ValueSet 用於表示長照 SDK 中的服務項目（計畫）。",,"Internal"
http://ltc-ig.fhir.tw/ValueSet/vs-tw-ltc-welfare-identity,1.0.0,active,,VS_TW_LTC_WelfareIdentity,長照 SDK－長照福利身分,"此 ValueSet 用於表示長照 SDK 中的長照福利身分。",,"Internal"
